ticker,mdd,mdd_peak_date,mdd_trough_date,sortino,calmar,var_95,cvar_95
ISRG,-0.4990422231080242,2021-11-08,2022-10-14,0.6269124023962108,0.3211085088413563,-0.11917979008211266,-0.1839097562190071
JNJ,-0.18411656954279246,2022-04-25,2023-10-27,0.6128209037570309,0.5016991636062359,-0.06728184991910424,-0.07672546701784588
JPM,-0.3877158297034872,2021-10-22,2022-10-11,1.3381138385692732,0.5497098848339916,-0.0816476474574298,-0.1190891303348917
K,-0.29936361147532536,2022-10-31,2023-10-12,1.078920961974263,0.42463283772120486,-0.042086350409268024,-0.07223806281784544
KLAC,-0.4028337802761389,2022-01-14,2022-10-17,2.4736326842726557,1.0336477233170807,-0.12083670692800574,-0.13099671637492807
KO,-0.17274742912248506,2022-04-21,2023-10-05,0.8548130408404521,0.6924101944434315,-0.06270829537467631,-0.08224293606054638
LLY,-0.34475003114834685,2024-08-30,2025-08-08,2.2928128338803764,1.1624356025721052,-0.10577060198778025,-0.13367264671659232
LMT,-0.31788417529408314,2024-10-21,2025-07-22,1.301332365337929,0.5053758933036544,-0.07656033569179851,-0.08646307751258209
LOW,-0.33861587800773074,2021-12-10,2022-06-16,0.7611469085614173,0.3758186500996016,-0.09428670375012657,-0.10151930759422097
LRCX,-0.5639314731960923,2022-01-14,2022-10-14,1.7122475642652395,0.6489976743644973,-0.1361696656126002,-0.17281453339261213
MA,-0.28250346647462643,2022-02-02,2022-10-12,0.613737373864879,0.3995987898761837,-0.08414343301011913,-0.1149171336415556
MCD,-0.17225348012647282,2022-01-06,2022-03-10,0.9172660756835151,0.6254062774800101,-0.05238222900207233,-0.07072341258500651
MDLZ,-0.2913575668823744,2023-05-11,2026-01-07,-0.07036558788962793,0.12426093945644383,-0.07057951001356211,-0.08699607133840408
META,-0.76736092963222,2021-09-07,2022-11-03,0.5342895645693094,0.2705086396656598,-0.1672507408378381,-0.2689986433604726
MPC,-0.44749183481535854,2024-04-05,2025-04-08,1.69412734852636,0.8017372113195577,-0.10841096704378295,-0.16236730199998048
MRK,-0.4344339033866194,2024-06-24,2025-05-14,0.5930151828611626,0.2649355582061772,-0.08678407608330568,-0.11544470230106807
MS,-0.3237739455709974,2022-02-09,2022-06-17,1.6009416178566633,0.7881332272738439,-0.11517410192733932,-0.12092655276138937
MSFT,-0.3714849680527687,2021-11-19,2022-11-03,1.1112524162996524,0.428652772339379,-0.07464698961362022,-0.09482627743016041
NET,-0.8258227841077658,2021-11-18,2022-11-09,0.3866590881168947,0.2147899837543144,-0.2675925120823666,-0.3105622738305974
NFLX,-0.759473182516135,2021-11-17,2022-05-11,0.16849482387435238,0.13294523852761672,-0.1295570731677428,-0.30567166708014604
NKE,-0.6853426465301209,2021-11-05,2025-04-08,-0.7605176666460381,-0.17749555564762728,-0.17072032067237952,-0.20587732078797036
NOW,-0.5129750704386905,2021-11-04,2022-10-14,-0.0035847533556258235,0.08085996779348432,-0.13108371181174164,-0.13878956174857493
NVDA,-0.6633509167500541,2021-11-29,2022-10-14,2.4090140732198035,1.0656184845377492,-0.1699198771024449,-0.23459319890428632
O,-0.3447137963307173,2022-08-15,2023-10-30,0.17524066859740178,0.1841646415146636,-0.07778063019172561,-0.11562787657835734
PEP,-0.30322685483701006,2023-05-12,2025-05-14,0.015268743310616537,0.14228859261719473,-0.05415451645674913,-0.0712993186086428
PG,-0.23772470039091026,2022-04-28,2022-10-10,0.20118449127401486,0.2459608253750538,-0.06547377124849652,-0.08414059794975393
PLD,-0.4329525407397315,2022-04-28,2025-04-08,0.1472186221095648,0.16685960320247906,-0.10929711015998297,-0.19994414149504836
PLTR,-0.8461538461538461,2021-01-27,2022-12-27,1.0484960858385672,0.4369202287336912,-0.24506756742170638,-0.27395333295214686
PSA,-0.3792855316621223,2022-04-20,2023-10-25,0.38441147564952544,0.23743480562751165,-0.10573734418681728,-0.11706892837593948
PSX,-0.44368250360303474,2024-04-03,2025-04-08,0.8763681264436615,0.46148298604870186,-0.1446360814753866,-0.16453641475370315
QCOM,-0.4428840786266042,2021-12-15,2022-11-03,-0.1466335953698786,0.0478038988577155,-0.12738977136690874,-0.13507663711460818
RIOT,-0.9577663684543053,2021-02-17,2022-12-28,-0.1555709538852505,-0.035275937911050555,-0.3879146641351849,-0.4469094406548508
RTX,-0.3283623420513718,2023-04-18,2023-10-05,1.6563190187024988,0.8197395440363681,-0.08420698327288903,-0.11794265627447935
SBUX,-0.43682916732503735,2021-07-26,2022-05-11,-0.09486433004868475,0.05604281985559914,-0.15333088998158712,-0.1742884016019962
SCHW,-0.4970345063734956,2022-01-14,2023-05-04,0.4598161554788607,0.325425398744601,-0.1062083821106248,-0.21879355623991217
SLB,-0.4663097546944498,2023-09-12,2025-04-08,0.7780953706784027,0.42375728858955664,-0.13219836128423285,-0.1867373954536555
SNOW,-0.7298763502408511,2021-11-16,2024-09-06,-0.3939242563413324,-0.06989890128809395,-0.17524514049137035,-0.23091272836367893
SOXL,-0.9046051292275558,2021-12-27,2022-10-14,0.20995329620663203,0.15165034245513992,-0.3456267398700876,-0.42192013163077097
TGT,-0.6439826469818567,2021-11-16,2025-11-20,-0.5636111240724304,-0.1129385362638222,-0.12918596149720518,-0.20450289317231482
TMO,-0.4095429406708352,2021-12-31,2025-06-17,0.017946741796890382,0.10913510285835364,-0.11718743428551916,-0.12932141854997756
TQQQ,-0.8165984834426705,2021-11-19,2022-12-28,0.44367394498325424,0.24783727580467793,-0.2624902247727949,-0.31707812006633673
TSLA,-0.736322174421912,2021-11-04,2023-01-03,0.23497344380242438,0.15164721842514073,-0.20990520538517057,-0.29648966691055983
UNH,-0.6139086683599605,2024-11-11,2025-08-01,-0.05139539595091373,0.04869234538512948,-0.1694253070364545,-0.22689899851898465
UPS,-0.5791771839615996,2022-02-02,2025-09-25,-0.46564818703696875,-0.05272148042663421,-0.13420081773893372,-0.1589008040751717
V,-0.2860443110468822,2021-07-27,2022-09-30,0.8449390567979828,0.41410248015908585,-0.07004751302549898,-0.0871294056744855
VICI,-0.1861097290115747,2022-08-15,2023-10-30,0.4058729592081338,0.42650124701928505,-0.0805439569896094,-0.088194407222517
VLO,-0.4122061700530669,2024-04-05,2025-04-04,1.5073247270358379,0.7716102603323306,-0.12428411274929019,-0.16693663887494303
VRTX,-0.29066839131480365,2024-11-08,2025-08-08,0.7026769822334742,0.529100276470984,-0.1030893598265928,-0.13876216152601784
WFC,-0.3709704501755591,2022-02-09,2023-03-24,1.1730822426555654,0.7198346255849717,-0.10163088969742118,-0.1612879550917974
WMT,-0.2573967508800974,2022-04-21,2022-06-17,1.343806038536343,0.8505134506845977,-0.06668491845968715,-0.11289557537157187
XOM,-0.2050863697539172,2022-06-08,2022-07-14,1.7197567423576494,1.4524960112981637,-0.10016963687558313,-0.11627006819317924
