ticker,data_quality,data_start,data_end,months_analyzed,sharpe,sortino,mdd,mdd_peak_date,mdd_trough_date,calmar,var_95,cvar_95,cagr,annual_vol,rolling_sharpe_mean,rolling_sharpe_std,rolling_sharpe_min,sharpe_consistency,sharpe_score,sortino_score,calmar_score,mdd_score,var_cvar_score,risk_adjusted_score,tier
COIN,PARTIAL,2021-04-14,2026-01-23,57,-0.11764974527130764,-0.27471643637494436,-0.9089789936876204,2021-11-09,2022-12-28,-0.07085380192561405,-0.30760417335088297,-0.3713464127937833,-0.06440461757328664,0.9044185971496238,0.2626922218265625,0.41623127139069616,-0.22876583735427777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TIER_3_EXCLUDED
COP,COMPLETE,2021-01-04,2026-01-23,60,0.6183905502284212,1.2206713299735585,-0.36295855484495104,2024-04-05,2025-04-08,0.6635454818379413,-0.08781832274346049,-0.16469364119739946,0.24083950916179586,0.3215435764475193,0.26621592511054964,0.5407104920505855,-0.5772650259458375,0.12,0.0,18.0,10.0,10.05,0.0,38.05,TIER_3_EXCLUDED
COST,COMPLETE,2021-01-04,2026-01-23,60,0.8352659528074223,1.4108844953935824,-0.31402430050220786,2022-04-07,2022-05-20,0.768841149795695,-0.09867077073269728,-0.1289518358612937,0.24143480426190633,0.23876802782584833,0.9053163880510589,0.15788582941790522,0.5703885907141593,0.36,15.0,18.0,15.0,10.05,6.0,64.05,TIER_2_ACCEPTABLE
CRM,COMPLETE,2021-01-04,2026-01-23,60,-0.10793897603731248,-0.20739067058298077,-0.586172399508393,2021-11-08,2022-12-16,0.007884673107533347,-0.13976522205495018,-0.1651882057896353,0.004621777754782119,0.34629031715380487,0.17053265350528046,0.2034963033792283,-0.1464598587088164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TIER_3_EXCLUDED
CVX,COMPLETE,2021-01-04,2026-01-23,60,0.554330195821688,0.8210178889998853,-0.24948953320796252,2022-06-08,2022-07-14,0.7749812108223131,-0.10704980161476847,-0.16450194398517393,0.1933497005330005,0.27303167259119565,0.20234579870683375,0.3277144752111632,-0.30108237849734,0.0,0.0,12.0,15.0,15.0,0.0,42.0,TIER_3_EXCLUDED
DDOG,COMPLETE,2021-01-04,2026-01-23,60,0.013936908717582176,0.028128866358681396,-0.6810643090895372,2021-11-09,2023-04-25,0.07103727920830236,-0.1798464804774496,-0.19871337969423777,0.048380955483602994,0.4578458259938996,0.04133224530710142,0.24254017412060838,-0.34203094869508677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TIER_3_EXCLUDED
DE,COMPLETE,2021-01-04,2026-01-23,60,0.33856318283703773,0.7194337696539186,-0.3381213481367252,2022-04-18,2022-07-06,0.40558760724958953,-0.08741135153242502,-0.12071984824093747,0.13713782855077983,0.28100464957104615,0.13600870254751699,0.17512754363956706,-0.07348081479057748,0.0,0.0,0.0,0.0,10.05,6.0,16.05,TIER_3_EXCLUDED
DHR,COMPLETE,2021-01-04,2026-01-23,60,-0.06738941274083994,-0.11933454531645055,-0.3981721745027531,2021-09-03,2025-04-08,0.0663745491959869,-0.11686925388584651,-0.1337069056415209,0.026428498585006066,0.23106747457315582,-0.23735100397131004,0.204543617318759,-0.5951344032515666,0.0,0.0,0.0,0.0,10.05,0.0,10.05,TIER_3_EXCLUDED
DIS,COMPLETE,2021-01-04,2026-01-23,60,-0.35620270267277043,-0.6896392216700147,-0.6071517028869592,2021-03-08,2023-10-04,-0.12430178627069098,-0.14307246447152733,-0.16324644963628407,-0.07547004120614087,0.32978425016066215,-0.3247593713817385,0.2905450776530822,-0.7211647711456315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TIER_3_EXCLUDED
DLR,COMPLETE,2021-01-04,2026-01-23,60,0.055518889063811444,0.09237527930934016,-0.48515217176453795,2021-12-31,2023-05-24,0.11589723229841122,-0.09917224227626714,-0.15262622928243466,0.05622779395107336,0.25626942813499803,0.21089575909861813,0.28113649363020515,-0.14358645117367094,0.0,0.0,0.0,0.0,4.95,0.0,4.95,TIER_3_EXCLUDED
EOG,COMPLETE,2021-01-04,2026-01-23,60,0.5518865123011563,1.0785341237784358,-0.3341952011033761,2022-06-07,2022-07-14,0.6614872630364413,-0.1120670176691927,-0.1532458963960932,0.22106586889778534,0.32446139723753886,0.2551863118530882,0.39726086827381674,-0.39322725079476617,0.0,0.0,18.0,10.0,10.05,0.0,38.05,TIER_3_EXCLUDED
EQIX,COMPLETE,2021-01-04,2026-01-23,60,-0.03570232083109198,-0.057510736036135456,-0.4176799578421722,2021-09-03,2022-10-14,0.07949505614714343,-0.12076502743006488,-0.138682660257017,0.03320349170019998,0.2463847754160404,0.11045734962286899,0.16346172012082869,-0.16247079329807299,0.0,0.0,0.0,0.0,4.95,0.0,4.95,TIER_3_EXCLUDED
GE,COMPLETE,2021-01-04,2026-01-23,60,1.1526786034060774,1.8893390839392143,-0.4654547488679775,2021-05-27,2022-07-14,0.8889125169922825,-0.09729893954983417,-0.17565646172263635,0.4137485523622446,0.3225084175795022,1.5980252119485028,0.8234611579769419,0.6480434603098367,0.68,20.1,25.0,15.0,4.95,0.0,65.05,TIER_3_EXCLUDED
GIS,COMPLETE,2021-01-04,2026-01-23,60,-0.3579653357430704,-0.6848216922846773,-0.477392724313977,2023-05-12,2026-01-07,-0.03623590739778965,-0.07164354790929786,-0.08774120906482823,-0.017298758550619797,0.16565503033282944,-0.30031229950287525,0.5324279662929103,-1.1457368619462254,0.0,0.0,0.0,0.0,4.95,10.0,14.95,TIER_3_EXCLUDED
GME,COMPLETE,2021-01-04,2026-01-23,60,-0.2962374994190426,-0.6220613570435352,-0.8847802946955917,2021-01-27,2024-04-22,-0.2521974768460632,-0.2500261531865524,-0.4161878035277378,-0.22313935788534445,0.8950229407327386,-0.22899196841639013,0.17599577205063974,-0.6498798278557733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TIER_3_EXCLUDED
GOOGL,COMPLETE,2021-01-04,2026-01-23,60,0.8956563610985337,1.449535157329662,-0.44320049800039546,2021-11-18,2022-11-03,0.6614543556618222,-0.11666219903950015,-0.15706393570525048,0.2931568998338503,0.28041658692157695,0.5232285796811247,0.5478887407283106,-0.0147185708710883,0.2,15.0,18.0,10.0,4.95,0.0,47.95,TIER_3_EXCLUDED
GS,COMPLETE,2021-01-04,2026-01-23,60,0.9607524485366407,2.0692135505229543,-0.32840135916828606,2021-11-02,2022-06-17,0.9352461327093919,-0.09223978412991111,-0.11732886360614159,0.30713610113864753,0.2759671354910275,0.6610949856863388,0.42330253551913133,0.16831168109283753,0.28,15.0,25.0,15.0,10.05,6.0,71.05,TIER_2_ACCEPTABLE
HD,COMPLETE,2021-01-04,2026-01-23,60,0.23182526094878844,0.43684413964821533,-0.3472934232085666,2021-12-07,2022-09-26,0.28403588123456003,-0.09464794936459724,-0.12794710238426796,0.09864379350801222,0.24433831445368315,0.18930548394114147,0.17220108818465016,-0.15000174818897474,0.0,0.0,0.0,0.0,10.05,6.0,16.05,TIER_3_EXCLUDED
HON,COMPLETE,2021-01-04,2026-01-23,60,0.07912560726501074,0.16136667188130707,-0.27130065475458803,2021-08-16,2022-09-30,0.2174077329284583,-0.07707624078525338,-0.10171744040621278,0.058982860292201345,0.2146316581852149,-0.03353938348354179,0.1841845744339325,-0.30008013906051245,0.0,0.0,0.0,0.0,15.0,10.0,25.0,TIER_3_EXCLUDED
INTC,COMPLETE,2021-01-04,2026-01-23,60,-0.14106973917635102,-0.2360325768229558,-0.7079731260120342,2021-04-09,2025-04-08,-0.030029954863289108,-0.1676376203763634,-0.2604349908140901,-0.02126040101856308,0.4484335293161731,-0.3680411446205344,0.30294768281276324,-0.6708421201460598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TIER_3_EXCLUDED
INTU,COMPLETE,2021-01-04,2026-01-23,60,0.20304335868409643,0.3680843306504627,-0.4901005509480118,2021-11-29,2022-05-18,0.20428333674636576,-0.13628588581576118,-0.1477154226279662,0.10011937588889208,0.2862412061421654,0.3279175710969879,0.2963415473070041,-0.1528802636928874,0.0,0.0,0.0,0.0,4.95,0.0,4.95,TIER_3_EXCLUDED
ISRG,COMPLETE,2021-01-04,2026-01-23,60,0.3369558816227909,0.6269124023962108,-0.4990422231080242,2021-11-08,2022-10-14,0.3211085088413563,-0.11917979008211266,-0.1839097562190071,0.1602467041110931,0.3509263691781042,0.5101663792858353,0.296172355343479,0.11528141187264711,0.04,0.0,0.0,0.0,4.95,0.0,4.95,TIER_3_EXCLUDED
JNJ,COMPLETE,2021-01-04,2026-01-23,60,0.3073188733009198,0.6128209037570309,-0.18411656954279246,2022-04-25,2023-10-27,0.5016991636062359,-0.06728184991910424,-0.07672546701784588,0.09237112894566835,0.1639050944207584,-0.1240233173530709,0.2530221475304403,-0.44693327870069627,0.0,0.0,0.0,10.0,15.0,10.0,35.0,TIER_3_EXCLUDED
JPM,COMPLETE,2021-01-04,2026-01-23,60,0.7042469378055567,1.3381138385692732,-0.3877158297034872,2021-10-22,2022-10-11,0.5497098848339916,-0.0816476474574298,-0.1190891303348917,0.2131312240946195,0.24299888988920104,0.8438440044138262,0.5581341375130756,0.23104749375417022,0.32,0.0,18.0,10.0,10.05,6.0,44.05,TIER_3_EXCLUDED
K,PARTIAL,2021-01-04,2025-12-10,59,0.39738831145698145,1.078920961974263,-0.29936361147532536,2022-10-31,2023-10-12,0.42463283772120486,-0.042086350409268024,-0.07223806281784544,0.12711961985123565,0.21419759312787467,0.21194567512707876,0.20205486583935026,-0.1289364383995096,0.0,0.0,18.0,0.0,15.0,10.0,43.0,TIER_3_EXCLUDED
KLAC,COMPLETE,2021-01-04,2026-01-23,60,1.1277832173871403,2.4736326842726557,-0.4028337802761389,2022-01-14,2022-10-17,1.0336477233170807,-0.12083670692800574,-0.13099671637492807,0.41638821985764407,0.3319682489379746,0.9551550456920633,0.3883611657743788,0.3110041363941386,0.32,20.1,25.0,20.0,4.95,0.0,70.05,TIER_3_EXCLUDED
KO,COMPLETE,2021-01-04,2026-01-23,60,0.4898207511903411,0.8548130408404521,-0.17274742912248506,2022-04-21,2023-10-05,0.6924101944434315,-0.06270829537467631,-0.08224293606054638,0.11961208098830278,0.15844996521624138,0.25807984661036254,0.13636447968141077,0.01591260025607784,0.0,0.0,12.0,10.0,15.0,10.0,47.0,TIER_3_EXCLUDED
LLY,COMPLETE,2021-01-04,2026-01-23,60,1.142754675095087,2.2928128338803764,-0.34475003114834685,2024-08-30,2025-08-08,1.1624356025721052,-0.10577060198778025,-0.13367264671659232,0.40074971019468064,0.31393414353332627,1.447151398402996,0.4041603043570408,0.8493946410635476,0.76,20.1,25.0,20.0,10.05,0.0,75.15,TIER_2_ACCEPTABLE
LMT,COMPLETE,2021-01-04,2026-01-23,60,0.49533035220323113,1.301332365337929,-0.31788417529408314,2024-10-21,2025-07-22,0.5053758933036544,-0.07656033569179851,-0.08646307751258209,0.16065099905634272,0.23953912480546097,0.24518559247616556,0.2692117311352053,-0.1844208467512507,0.0,0.0,18.0,10.0,10.05,10.0,48.05,TIER_3_EXCLUDED
LOW,COMPLETE,2021-01-04,2026-01-23,60,0.3436698532692693,0.7611469085614173,-0.33861587800773074,2021-12-10,2022-06-16,0.3758186500996016,-0.09428670375012657,-0.10151930759422097,0.12725816217515673,0.24808158575479114,0.17806879309197682,0.1359061794942876,-0.15439602448975007,0.0,0.0,0.0,0.0,10.05,6.0,16.05,TIER_3_EXCLUDED
LRCX,COMPLETE,2021-01-04,2026-01-23,60,0.7954913957152424,1.7122475642652395,-0.5639314731960923,2022-01-14,2022-10-14,0.6489976743644973,-0.1361696656126002,-0.17281453339261213,0.36599021460520875,0.40728311626036207,0.5289117889429296,0.48556725158904196,-0.07018762237586496,0.2,0.0,25.0,10.0,0.0,0.0,35.0,TIER_3_EXCLUDED
MA,COMPLETE,2021-01-04,2026-01-23,60,0.32798718180539665,0.613737373864879,-0.28250346647462643,2022-02-02,2022-10-12,0.3995987898761837,-0.08414343301011913,-0.1149171336415556,0.11288804333908775,0.2161305297020646,0.5440454185380623,0.3143437806430136,0.08542169057903122,0.08,0.0,0.0,0.0,15.0,6.0,21.0,TIER_3_EXCLUDED
MCD,COMPLETE,2021-01-04,2026-01-23,60,0.4015900856994239,0.9172660756835151,-0.17225348012647282,2022-01-06,2022-03-10,0.6254062774800101,-0.05238222900207233,-0.07072341258500651,0.10772840778887427,0.1636703945875538,0.25453669095845255,0.14924084534912546,0.04457460013617765,0.0,0.0,12.0,10.0,15.0,10.0,47.0,TIER_3_EXCLUDED
MDLZ,COMPLETE,2021-01-04,2026-01-23,60,-0.03077628229700812,-0.07036558788962793,-0.2913575668823744,2023-05-11,2026-01-07,0.12426093945644383,-0.07057951001356211,-0.08699607133840408,0.03620436497854751,0.18831498117678458,0.007536700865317998,0.2570331820692262,-0.49744348887267753,0.0,0.0,0.0,0.0,15.0,10.0,25.0,TIER_3_EXCLUDED
META,COMPLETE,2021-01-04,2026-01-23,60,0.40450074627567334,0.5342895645693094,-0.76736092963222,2021-09-07,2022-11-03,0.2705086396656598,-0.1672507408378381,-0.2689986433604726,0.2075777612073879,0.4093385802916274,0.8713956055498648,0.7338630711286002,0.11894627989081591,0.36,0.0,0.0,0.0,0.0,0.0,0.0,TIER_3_EXCLUDED
MPC,COMPLETE,2021-01-04,2026-01-23,60,1.0011353230622233,1.69412734852636,-0.44749183481535854,2024-04-05,2025-04-08,0.8017372113195577,-0.10841096704378295,-0.16236730199998048,0.3587708557331377,0.3164116263166249,0.9720960097127224,0.4546062428174894,0.31284026716478286,0.4,20.1,25.0,15.0,4.95,0.0,65.05,TIER_3_EXCLUDED
MRK,COMPLETE,2021-01-04,2026-01-23,60,0.3144783879616764,0.5930151828611626,-0.4344339033866194,2024-06-24,2025-05-14,0.2649355582061772,-0.08678407608330568,-0.11544470230106807,0.11509698869742246,0.232438830443033,0.26885436342499497,0.447485083422517,-0.3597076691447848,0.0,0.0,0.0,0.0,4.95,6.0,10.95,TIER_3_EXCLUDED
MS,COMPLETE,2021-01-04,2026-01-23,60,0.7885390794072612,1.6009416178566633,-0.3237739455709974,2022-02-09,2022-06-17,0.7881332272738439,-0.11517410192733932,-0.12092655276138937,0.2551770046300561,0.2703442482397951,0.41833041511158164,0.3296947071920552,-0.028658890244855503,0.04,0.0,25.0,15.0,10.05,0.0,50.05,TIER_3_EXCLUDED
MSFT,COMPLETE,2021-01-04,2026-01-23,60,0.5231989608855904,1.1112524162996524,-0.3714849680527687,2021-11-19,2022-11-03,0.428652772339379,-0.07464698961362022,-0.09482627743016041,0.15923806143822494,0.22407930864346987,0.6468883092292863,0.3450068071609997,0.1567208843846644,0.16,0.0,18.0,0.0,10.05,10.0,38.05,TIER_3_EXCLUDED
NET,COMPLETE,2021-01-04,2026-01-23,60,0.1980091435167334,0.3866590881168947,-0.8258227841077658,2021-11-18,2022-11-09,0.2147899837543144,-0.2675925120823666,-0.3105622738305974,0.1773784623824497,0.6836980352425447,0.2639203348402971,0.514573578104612,-0.4218201962716017,0.12,0.0,0.0,0.0,0.0,0.0,0.0,TIER_3_EXCLUDED
NFLX,COMPLETE,2021-01-04,2026-01-23,60,0.13601463273489192,0.16849482387435238,-0.759473182516135,2021-11-17,2022-05-11,0.13294523852761672,-0.1295570731677428,-0.30567166708014604,0.10096834340493577,0.433544113741584,0.8279279082684315,0.9107480751154128,-0.04545794124509384,0.36,0.0,0.0,0.0,0.0,0.0,0.0,TIER_3_EXCLUDED
NKE,COMPLETE,2021-01-04,2026-01-23,60,-0.516856287496959,-0.7605176666460381,-0.6853426465301209,2021-11-05,2025-04-08,-0.17749555564762728,-0.17072032067237952,-0.20587732078797036,-0.12164527385487922,0.31661658726719477,-0.5912305733613483,0.17468483326600157,-0.816921955345329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TIER_3_EXCLUDED
NOW,COMPLETE,2021-01-04,2026-01-23,60,-0.0017319658007743607,-0.0035847533556258235,-0.5129750704386905,2021-11-04,2022-10-14,0.08085996779348432,-0.13108371181174164,-0.13878956174857493,0.04147914767453287,0.30072898970306566,0.4885082380171701,0.25198601256715514,0.1916587790338669,0.04,0.0,0.0,0.0,0.0,0.0,0.0,TIER_3_EXCLUDED
NVDA,COMPLETE,2021-01-04,2026-01-23,60,1.3105162359882652,2.4090140732198035,-0.6633509167500541,2021-11-29,2022-10-14,1.0656184845377492,-0.1699198771024449,-0.23459319890428632,0.7068789986239192,0.50734129068041,1.6993635080082277,0.6974092264495325,0.9607968074273628,0.96,20.1,25.0,20.0,0.0,0.0,65.1,TIER_3_EXCLUDED
O,COMPLETE,2021-01-04,2026-01-23,60,0.10992897335253757,0.17524066859740178,-0.3447137963307173,2022-08-15,2023-10-30,0.1841646415146636,-0.07778063019172561,-0.11562787657835734,0.06348409272640532,0.19543612635684987,-0.19183801567970937,0.1283619663098283,-0.4168666056760661,0.0,0.0,0.0,0.0,10.05,10.0,20.05,TIER_3_EXCLUDED
PEP,COMPLETE,2021-01-04,2026-01-23,60,0.007634615038529029,0.015268743310616537,-0.30322685483701006,2023-05-12,2025-05-14,0.14228859261719473,-0.05415451645674913,-0.0712993186086428,0.04314572241849657,0.15006944197114533,-0.1842203130728617,0.4038554656184419,-0.6486195623785243,0.0,0.0,0.0,0.0,10.05,10.0,20.05,TIER_3_EXCLUDED
PG,COMPLETE,2021-01-04,2026-01-23,60,0.09526035351533654,0.20118449127401486,-0.23772470039091026,2022-04-28,2022-10-10,0.2459608253750538,-0.06547377124849652,-0.08414059794975393,0.05847096352018566,0.17290470707243277,0.14965458092648967,0.15780606580271092,-0.21926777189780436,0.0,0.0,0.0,0.0,15.0,10.0,25.0,TIER_3_EXCLUDED
PLD,COMPLETE,2021-01-04,2026-01-23,60,0.10160073252429516,0.1472186221095648,-0.4329525407397315,2022-04-28,2025-04-08,0.16685960320247906,-0.10929711015998297,-0.19994414149504836,0.07224228915333675,0.2976581802311818,-0.11284914853317143,0.20510106395882696,-0.4873040157242322,0.0,0.0,0.0,0.0,4.95,0.0,4.95,TIER_3_EXCLUDED
PLTR,COMPLETE,2021-01-04,2026-01-23,60,0.4384209399657843,1.0484960858385672,-0.8461538461538461,2021-01-27,2022-12-27,0.4369202287336912,-0.24506756742170638,-0.27395333295214686,0.369701732005431,0.7474591246280478,0.9644285256200683,0.973128601459672,-0.3482741864257848,0.44,0.0,18.0,0.0,0.0,0.0,18.0,TIER_3_EXCLUDED
PSA,COMPLETE,2021-01-04,2026-01-23,60,0.19275502773636127,0.38441147564952544,-0.3792855316621223,2022-04-20,2023-10-25,0.23743480562751165,-0.10573734418681728,-0.11706892837593948,0.09005558648752343,0.24930912076260323,-0.04260383011949089,0.1782045595615622,-0.30556846072719196,0.0,0.0,0.0,0.0,10.05,0.0,10.05,TIER_3_EXCLUDED
PSX,COMPLETE,2021-01-04,2026-01-23,60,0.5098986139058025,0.8763681264436615,-0.44368250360303474,2024-04-03,2025-04-08,0.46148298604870186,-0.1446360814753866,-0.16453641475370315,0.2047519266202924,0.31918487750656804,0.5205400968790187,0.21661531396519745,0.10837570419542902,0.0,0.0,12.0,0.0,4.95,0.0,16.95,TIER_3_EXCLUDED
QCOM,COMPLETE,2021-01-04,2026-01-23,60,-0.06119813741841566,-0.1466335953698786,-0.4428840786266042,2021-12-15,2022-11-03,0.0478038988577155,-0.12738977136690874,-0.13507663711460818,0.021171585700358708,0.3403439251302056,0.10640902426378039,0.18846362027737204,-0.2300246399753935,0.0,0.0,0.0,0.0,4.95,0.0,4.95,TIER_3_EXCLUDED
